trtmnt,Year,Age,S_NoTr,S_BA,S_SDI,S_CCF,S_TpHt,S_QMD,S_Mer,S_SLgCft,S_SLgBft,R_NoTr,R_Mer,R_SLgCft,R_SLgBft,Aft_BA,Aft_SDI,Aft_CCF,Aft_TpHt, AftQMD,G_PYr,G_Accre,G_Mort,MAIMer,Fortyp,MAISS
ht2.s10,1995,11,87,23,30,27,19,6.9,846,837,5181,0,0,0,0,23,30,27,19,6.9,1,27,25,0.0,162,14
ht2.s10,1996,12,83,23,30,27,18,7.1,848,839,5222,0,0,0,0,23,30,27,18,7.1,1,28,1,0.0,162,14
ht2.s10,1997,13,83,24,31,27,19,7.2,875,866,5411,0,0,0,0,24,31,27,19,7.2,1,24,25,0.0,162,14
ht2.s10,1998,14,79,23,30,26,18,7.4,875,866,5430,0,0,0,0,23,30,26,18,7.4,1,24,1,0.0,162,14
ht2.s10,1999,15,79,24,31,27,19,7.5,898,889,5593,0,0,0,0,24,31,27,19,7.5,1,25,24,0.0,162,14
ht2.s10,2000,16,75,24,30,26,17,7.6,898,890,5619,0,0,0,0,24,30,26,17,7.6,1,24,1,0.0,162,14
ht2.s10,2001,17,75,24,31,26,18,7.7,921,913,5782,0,0,0,0,24,31,26,18,7.7,1,24,23,0.0,162,14
ht2.s10,2002,18,72,24,31,25,17,7.9,922,913,5804,0,0,0,0,24,31,25,17,7.9,1,24,1,0.0,162,14
ht2.s10,2003,19,72,25,31,25,18,8.0,945,936,5968,0,0,0,0,25,31,25,18,8.0,1,23,23,0.0,162,14
ht2.s10,2004,20,68,25,31,25,16,8.2,944,936,5986,0,0,0,0,25,31,25,16,8.2,1,24,1,0.0,162,14
ht2.s10,2005,21,68,25,32,25,17,8.3,967,959,6146,0,0,0,0,25,32,25,17,8.3,1,21,21,0.0,162,14
ht2.s10,2006,22,65,25,31,25,16,8.4,967,959,6160,0,0,0,0,25,31,25,16,8.4,1,22,1,0.0,162,14
ht2.s10,2007,23,65,26,32,25,17,8.5,988,979,6309,0,0,0,0,26,32,25,17,8.5,1,24,21,0.0,162,14
ht2.s10,2008,24,62,26,32,24,16,8.7,991,983,6350,0,0,0,0,26,32,24,16,8.7,1,24,1,0.0,162,14
ht2.s10,2009,25,62,26,32,24,17,8.8,1014,1005,6511,0,0,0,0,26,32,24,17,8.8,1,23,21,0.0,162,14
ht2.s10,2010,26,59,26,32,24,15,9.1,1016,1007,6540,0,0,0,0,26,32,24,15,9.1,1,21,1,0.0,162,14
ht2.s10,2011,27,59,27,33,24,16,9.2,1035,1026,6680,0,0,0,0,27,33,24,16,9.2,1,20,21,0.0,162,14
ht2.s10,2012,28,56,27,32,23,15,9.3,1034,1025,6686,0,0,0,0,27,32,23,15,9.3,1,20,1,0.0,162,14
ht2.s10,2013,29,56,27,33,23,16,9.4,1053,1043,6819,0,0,0,0,27,33,23,16,9.4,1,22,20,0.0,162,14
ht2.s10,2014,30,54,27,33,23,15,9.6,1055,1045,6845,0,0,0,0,27,33,23,15,9.6,1,21,1,0.0,162,14
ht2.s10,2015,31,54,28,33,23,16,9.7,1075,1064,6988,0,0,0,0,28,33,23,16,9.7,1,23,20,0.0,162,14
ht2.s10,2016,32,52,28,33,23,15,10.0,1078,1067,7020,0,0,0,0,28,33,23,15,10.0,1,21,1,0.0,162,14
ht2.s10,2017,33,51,28,34,23,16,10.1,1097,1086,7158,0,0,0,0,28,34,23,16,10.1,1,21,20,0.0,162,14
ht2.s10,2018,34,49,28,34,22,15,10.3,1098,1086,7174,0,0,0,0,28,34,22,15,10.3,1,21,1,0.0,162,14
ht2.s10,2019,35,49,29,34,22,16,10.4,1118,1107,7321,0,0,0,0,29,34,22,16,10.4,1,18,20,0.0,162,14
ht2.s10,2020,36,47,29,34,22,14,10.6,1116,1105,7321,0,0,0,0,29,34,22,14,10.6,1,18,1,0.0,162,14
ht2.s10,2021,37,47,29,34,22,15,10.7,1133,1122,7446,0,0,0,0,29,34,22,15,10.7,1,18,19,0.0,162,14
ht2.s10,2022,38,45,29,34,22,14,10.9,1132,1121,7446,0,0,0,0,29,34,22,14,10.9,1,18,1,0.0,162,14
ht2.s10,2023,39,45,30,35,22,15,11.0,1149,1137,7564,0,0,0,0,30,35,22,15,11.0,1,17,18,0.0,162,14
ht2.s10,2024,40,43,29,34,22,14,11.2,1147,1136,7567,0,0,0,0,29,34,22,14,11.2,0,0,0,0.0,162,14
ht2.s20,1984,0,324,125,227,247,76,8.4,3055,2024,10595,313,2283,1264,6192,21,30,36,86,19.1,1,30,23,0.0,404,12
ht2.s20,1985,1,128,21,30,36,23,5.5,779,770,4498,0,0,0,0,21,30,36,23,5.5,1,31,35,0.0,162,14
ht2.s20,1986,2,104,21,29,35,23,6.1,775,766,4511,0,0,0,0,21,29,35,23,6.1,1,31,0,0.0,162,14
ht2.s20,1987,3,104,22,30,35,24,6.2,805,797,4723,0,0,0,0,22,30,35,24,6.2,1,32,34,0.0,162,14
ht2.s20,1988,4,95,22,30,34,22,6.5,803,796,4751,0,0,0,0,22,30,34,22,6.5,1,31,1,0.0,162,14
ht2.s20,1989,5,95,22,31,34,24,6.6,834,827,4966,0,0,0,0,22,31,34,24,6.6,1,34,33,0.0,162,14
ht2.s20,1990,6,88,22,30,33,22,6.8,835,828,5011,0,0,0,0,22,30,33,22,6.8,1,37,1,0.0,162,14
ht2.s20,1991,7,88,23,32,33,23,7.0,872,865,5268,0,0,0,0,23,32,33,23,7.0,1,31,32,0.0,162,14
ht2.s20,1992,8,83,23,31,32,21,7.2,871,865,5297,0,0,0,0,23,31,32,21,7.2,1,35,1,0.0,162,14
ht2.s20,1993,9,83,24,32,32,23,7.3,905,899,5542,0,0,0,0,24,32,32,23,7.3,1,31,30,0.0,162,14
ht2.s20,1994,10,78,24,32,31,21,7.5,906,900,5575,0,0,0,0,24,32,31,21,7.5,1,31,1,0.0,162,14
ht2.s20,1995,11,78,25,33,31,23,7.6,936,930,5790,0,0,0,0,25,33,31,23,7.6,1,31,29,0.0,162,14
ht2.s20,1996,12,74,25,32,30,20,7.8,938,933,5836,0,0,0,0,25,32,30,20,7.8,1,32,1,0.0,162,14
ht2.s20,1997,13,73,25,33,30,22,8.0,970,964,6063,0,0,0,0,25,33,30,22,8.0,1,27,29,0.0,162,14
ht2.s20,1998,14,69,25,33,29,20,8.2,968,963,6083,0,0,0,0,25,33,29,20,8.2,1,27,1,0.0,162,14
ht2.s20,1999,15,69,26,33,29,21,8.3,995,990,6277,0,0,0,0,26,33,29,21,8.3,1,27,27,0.0,162,14
ht2.s20,2000,16,65,26,33,28,19,8.5,995,990,6303,0,0,0,0,26,33,28,19,8.5,1,27,1,0.0,162,14
ht2.s20,2001,17,65,26,34,28,20,8.6,1021,1016,6493,0,0,0,0,26,34,28,20,8.6,1,26,27,0.0,162,14
ht2.s20,2002,18,62,26,33,28,19,8.8,1021,1017,6518,0,0,0,0,26,33,28,19,8.8,1,27,1,0.0,162,14
ht2.s20,2003,19,62,27,34,28,20,8.9,1047,1043,6708,0,0,0,0,27,34,28,20,8.9,1,25,27,0.0,162,14
ht2.s20,2004,20,59,27,34,27,19,9.2,1046,1041,6719,0,0,0,0,27,34,27,19,9.2,1,26,1,0.0,162,14
ht2.s20,2005,21,59,27,34,27,20,9.3,1071,1066,6901,0,0,0,0,27,34,27,20,9.3,1,24,26,0.0,162,14
ht2.s20,2006,22,56,27,34,26,18,9.5,1068,1064,6905,0,0,0,0,27,34,26,18,9.5,1,24,1,0.0,162,14
ht2.s20,2007,23,56,28,35,26,20,9.6,1091,1087,7077,0,0,0,0,28,35,26,20,9.6,1,27,25,0.0,162,14
ht2.s20,2008,24,53,28,34,26,18,9.8,1094,1090,7117,0,0,0,0,28,34,26,18,9.8,1,26,1,0.0,162,14
ht2.s20,2009,25,53,28,35,26,19,10.0,1119,1114,7301,0,0,0,0,28,35,26,19,10.0,1,25,26,0.0,162,14
ht2.s20,2010,26,50,28,35,25,17,10.2,1118,1114,7317,0,0,0,0,28,35,25,17,10.2,1,22,1,0.0,162,14
ht2.s20,2011,27,50,29,35,25,19,10.3,1139,1135,7476,0,0,0,0,29,35,25,19,10.3,1,22,26,0.0,162,14
ht2.s20,2012,28,47,29,35,24,17,10.6,1135,1131,7467,0,0,0,0,29,35,24,17,10.6,1,21,1,0.0,162,14
ht2.s20,2013,29,47,29,35,24,18,10.7,1156,1152,7620,0,0,0,0,29,35,24,18,10.7,1,22,25,0.0,162,14
ht2.s20,2014,30,45,29,35,24,17,10.9,1153,1149,7618,0,0,0,0,29,35,24,17,10.9,1,23,1,0.0,162,14
ht2.s20,2015,31,45,30,36,24,18,11.0,1175,1171,7778,0,0,0,0,30,36,24,18,11.0,1,24,26,0.0,162,14
ht2.s20,2016,32,42,29,35,23,16,11.3,1173,1169,7786,0,0,0,0,29,35,23,16,11.3,1,22,1,0.0,162,14
ht2.s20,2017,33,42,30,36,23,18,11.4,1194,1190,7943,0,0,0,0,30,36,23,18,11.4,1,22,25,0.0,162,14
ht2.s20,2018,34,40,30,35,23,16,11.7,1191,1187,7939,0,0,0,0,30,35,23,16,11.7,1,21,1,0.0,162,14
ht2.s20,2019,35,40,30,36,23,18,11.8,1211,1207,8085,0,0,0,0,30,36,23,18,11.8,1,19,26,0.0,162,14
ht2.s20,2020,36,38,30,35,22,17,12.0,1203,1200,8054,0,0,0,0,30,35,22,17,12.0,1,18,1,0.0,162,14
ht2.s20,2021,37,38,30,36,22,18,12.1,1221,1217,8186,0,0,0,0,30,36,22,18,12.1,1,18,25,0.0,162,14
ht2.s20,2022,38,36,30,36,22,17,12.4,1214,1211,8155,0,0,0,0,30,36,22,17,12.4,1,18,1,0.0,162,14
ht2.s20,2023,39,36,31,36,22,19,12.5,1232,1228,8284,0,0,0,0,31,36,22,19,12.5,1,17,25,0.0,162,14
ht2.s20,2024,40,34,30,36,21,18,12.7,1225,1221,8249,0,0,0,0,30,36,21,18,12.7,0,0,0,0.0,162,14
ht2.s20,1984,0,296,141,246,283,80,9.3,3805,3045,15655,285,3058,2310,11496,21,31,38,86,18.6,1,38,2,0.0,162,12
ht2.s20,1985,1,144,22,32,39,25,5.3,783,772,4408,0,0,0,0,22,32,39,25,5.3,1,38,52,0.0,162,14
ht2.s20,1986,2,113,22,31,38,25,5.9,770,760,4387,0,0,0,0,22,31,38,25,5.9,1,39,1,0.0,162,14
ht2.s20,1987,3,113,23,32,38,26,6.1,809,799,4655,0,0,0,0,23,32,38,26,6.1,1,40,48,0.0,162,14
ht2.s20,1988,4,103,22,31,36,24,6.3,800,791,4657,0,0,0,0,22,31,36,24,6.3,1,39,1,0.0,162,14
ht2.s20,1989,5,103,23,32,37,26,6.5,838,829,4924,0,0,0,0,23,32,37,26,6.5,1,40,44,0.0,162,14
ht2.s20,1990,6,96,23,32,35,23,6.7,834,826,4951,0,0,0,0,23,32,35,23,6.7,1,46,1,0.0,162,14
ht2.s20,1991,7,96,24,33,36,25,6.8,879,872,5272,0,0,0,0,24,33,36,25,6.8,1,37,40,0.0,162,14
ht2.s20,1992,8,90,24,33,35,22,7.0,877,870,5299,0,0,0,0,24,33,35,22,7.0,1,43,1,0.0,162,14
ht2.s20,1993,9,90,25,34,35,24,7.2,919,912,5604,0,0,0,0,25,34,35,24,7.2,1,37,37,0.0,162,14
ht2.s20,1994,10,85,25,33,34,22,7.4,919,913,5644,0,0,0,0,25,33,34,22,7.4,1,38,1,0.0,162,14
ht2.s20,1995,11,84,26,34,34,23,7.5,956,950,5912,0,0,0,0,26,34,34,23,7.5,1,37,35,0.0,162,14
ht2.s20,1996,12,79,26,34,33,21,7.8,958,952,5964,0,0,0,0,26,34,33,21,7.8,1,39,1,0.0,162,14
ht2.s20,1997,13,79,27,35,33,22,7.9,996,991,6247,0,0,0,0,27,35,33,22,7.9,1,33,35,0.0,162,14
ht2.s20,1998,14,75,27,34,32,20,8.1,994,989,6265,0,0,0,0,27,34,32,20,8.1,1,33,1,0.0,162,14
ht2.s20,1999,15,75,28,35,32,21,8.3,1026,1021,6502,0,0,0,0,28,35,32,21,8.3,1,33,33,0.0,162,14
ht2.s20,2000,16,70,28,35,31,19,8.5,1026,1021,6534,0,0,0,0,28,35,31,19,8.5,1,32,1,0.0,162,14
ht2.s20,2001,17,70,28,36,31,21,8.6,1057,1052,6770,0,0,0,0,28,36,31,21,8.6,1,32,32,0.0,162,14
ht2.s20,2002,18,66,28,35,30,19,8.8,1057,1053,6801,0,0,0,0,28,35,30,19,8.8,1,32,1,0.0,162,14
ht2.s20,2003,19,66,29,36,30,21,9.0,1089,1084,7037,0,0,0,0,29,36,30,21,9.0,1,30,33,0.0,162,14
ht2.s20,2004,20,63,29,36,29,19,9.2,1086,1082,7047,0,0,0,0,29,36,29,19,9.2,1,31,1,0.0,162,14
ht2.s20,2005,21,63,30,37,29,20,9.3,1116,1112,7273,0,0,0,0,30,37,29,20,9.3,1,28,31,0.0,162,14
ht2.s20,2006,22,59,29,36,28,18,9.6,1114,1110,7283,0,0,0,0,29,36,28,18,9.6,1,29,1,0.0,162,14
ht2.s20,2007,23,59,30,37,28,20,9.7,1142,1138,7495,0,0,0,0,30,37,28,20,9.7,1,32,31,0.0,162,14
ht2.s20,2008,24,56,30,36,27,18,10.0,1143,1139,7530,0,0,0,0,30,36,27,18,10.0,1,30,1,0.0,162,14
ht2.s20,2009,25,56,31,37,27,19,10.1,1172,1168,7752,0,0,0,0,31,37,27,19,10.1,1,29,31,0.0,162,14
ht2.s20,2010,26,53,31,37,27,17,10.4,1170,1166,7766,0,0,0,0,31,37,27,17,10.4,1,26,1,0.0,162,14
ht2.s20,2011,27,52,31,37,27,19,10.5,1195,1192,7958,0,0,0,0,31,37,27,19,10.5,1,26,31,0.0,162,14
ht2.s20,2012,28,50,31,37,26,17,10.7,1190,1187,7948,0,0,0,0,31,37,26,17,10.7,1,25,1,0.0,162,14
ht2.s20,2013,29,49,32,38,26,18,10.8,1214,1211,8133,0,0,0,0,32,38,26,18,10.8,1,26,28,0.0,162,14
ht2.s20,2014,30,47,32,37,25,17,11.1,1212,1209,8138,0,0,0,0,32,37,25,17,11.1,1,26,1,0.0,162,14
ht2.s20,2015,31,47,32,38,25,18,11.2,1237,1234,8329,0,0,0,0,32,38,25,18,11.2,1,28,29,0.0,162,14
ht2.s20,2016,32,44,32,38,25,17,11.5,1236,1232,8344,0,0,0,0,32,38,25,17,11.5,1,25,1,0.0,162,14
ht2.s20,2017,33,44,33,38,25,18,11.6,1260,1257,8532,0,0,0,0,33,38,25,18,11.6,1,25,29,0.0,162,14
ht2.s20,2018,34,42,32,38,24,16,11.9,1256,1253,8526,0,0,0,0,32,38,24,16,11.9,1,24,1,0.0,162,14
ht2.s20,2019,35,42,33,38,24,18,12.0,1279,1276,8700,0,0,0,0,33,38,24,18,12.0,1,21,29,0.0,162,14
ht2.s20,2020,36,40,33,38,24,16,12.3,1271,1268,8665,0,0,0,0,33,38,24,16,12.3,1,21,1,0.0,162,14
ht2.s20,2021,37,39,33,38,24,17,12.4,1291,1288,8818,0,0,0,0,33,38,24,17,12.4,1,20,28,0.0,162,14
ht2.s20,2022,38,37,33,38,23,17,12.7,1283,1280,8776,0,0,0,0,33,38,23,17,12.7,1,20,1,0.0,162,14
ht2.s20,2023,39,37,33,38,23,18,12.8,1302,1299,8923,0,0,0,0,33,38,23,18,12.8,1,20,27,0.0,162,14
ht2.s20,2024,40,35,33,38,23,17,13.1,1294,1292,8889,0,0,0,0,33,38,23,17,13.1,0,0,0,0.0,162,14
ht2.s20,1984,0,285,105,192,211,74,8.2,2506,1665,8892,275,1770,947,4743,21,30,33,83,19.1,1,26,45,0.0,404,12
ht2.s20,1985,1,166,20,28,31,21,4.7,717,703,4111,0,0,0,0,20,28,31,21,4.7,1,27,35,0.0,162,14
ht2.s20,1986,2,117,20,28,30,21,5.6,709,696,4104,0,0,0,0,20,28,30,21,5.6,1,27,1,0.0,162,14
ht2.s20,1987,3,116,21,28,30,22,5.7,736,723,4283,0,0,0,0,21,28,30,22,5.7,1,28,33,0.0,162,14
ht2.s20,1988,4,105,20,28,29,20,5.9,730,719,4289,0,0,0,0,20,28,29,20,5.9,1,28,1,0.0,162,14
ht2.s20,1989,5,105,21,29,29,21,6.1,757,746,4472,0,0,0,0,21,29,29,21,6.1,1,29,31,0.0,162,14
ht2.s20,1990,6,98,21,28,28,20,6.2,756,745,4496,0,0,0,0,21,28,28,20,6.2,1,32,1,0.0,162,14
ht2.s20,1991,7,98,22,29,29,21,6.4,787,777,4712,0,0,0,0,22,29,29,21,6.4,1,27,29,0.0,162,14
ht2.s20,1992,8,92,21,28,28,19,6.5,785,775,4729,0,0,0,0,21,28,28,19,6.5,1,30,1,0.0,162,14
ht2.s20,1993,9,92,22,29,28,20,6.7,814,804,4931,0,0,0,0,22,29,28,20,6.7,1,27,27,0.0,162,14
ht2.s20,1994,10,87,22,29,27,18,6.8,813,804,4954,0,0,0,0,22,29,27,18,6.8,1,27,1,0.0,162,14
ht2.s20,1995,11,87,23,30,27,19,6.9,839,830,5137,0,0,0,0,23,30,27,19,6.9,1,27,26,0.0,162,14
ht2.s20,1996,12,82,23,29,27,18,7.1,840,831,5167,0,0,0,0,23,29,27,18,7.1,1,27,1,0.0,162,14
ht2.s20,1997,13,82,23,30,27,19,7.2,866,857,5350,0,0,0,0,23,30,27,19,7.2,1,24,24,0.0,162,14
ht2.s20,1998,14,78,23,30,26,17,7.3,866,857,5369,0,0,0,0,23,30,26,17,7.3,1,24,1,0.0,162,14
ht2.s20,1999,15,78,24,30,26,18,7.4,888,880,5531,0,0,0,0,24,30,26,18,7.4,1,24,23,0.0,162,14
ht2.s20,2000,16,75,24,30,26,17,7.6,890,882,5560,0,0,0,0,24,30,26,17,7.6,1,23,1,0.0,162,14
ht2.s20,2001,17,75,24,31,26,18,7.7,912,904,5718,0,0,0,0,24,31,26,18,7.7,1,23,23,0.0,162,14
ht2.s20,2002,18,71,24,30,25,16,7.9,912,904,5737,0,0,0,0,24,30,25,16,7.9,1,23,1,0.0,162,14
ht2.s20,2003,19,71,25,31,25,18,8.0,935,926,5898,0,0,0,0,25,31,25,18,8.0,1,22,23,0.0,162,14
ht2.s20,2004,20,68,25,31,25,17,8.1,934,926,5915,0,0,0,0,25,31,25,17,8.1,1,23,1,0.0,162,14
ht2.s20,2005,21,68,25,31,25,18,8.2,956,948,6069,0,0,0,0,25,31,25,18,8.2,1,21,22,0.0,162,14
ht2.s20,2006,22,65,25,31,24,16,8.4,955,947,6077,0,0,0,0,25,31,24,16,8.4,1,21,1,0.0,162,14
ht2.s20,2007,23,65,26,32,24,17,8.5,975,967,6222,0,0,0,0,26,32,24,17,8.5,1,24,21,0.0,162,14
ht2.s20,2008,24,62,26,31,24,16,8.7,978,970,6260,0,0,0,0,26,31,24,16,8.7,1,23,1,0.0,162,14
ht2.s20,2009,25,62,26,32,24,17,8.8,1000,991,6415,0,0,0,0,26,32,24,17,8.8,1,23,21,0.0,162,14
ht2.s20,2010,26,59,26,32,24,15,9.0,1002,993,6447,0,0,0,0,26,32,24,15,9.0,1,20,1,0.0,162,14
ht2.s20,2011,27,59,27,32,24,16,9.1,1021,1012,6583,0,0,0,0,27,32,24,16,9.1,1,20,20,0.0,162,14
ht2.s20,2012,28,56,26,32,23,15,9.3,1021,1012,6597,0,0,0,0,26,32,23,15,9.3,1,20,1,0.0,162,14
ht2.s20,2013,29,56,27,33,23,16,9.4,1040,1031,6730,0,0,0,0,27,33,23,16,9.4,1,20,20,0.0,162,14
ht2.s20,2014,30,54,27,32,23,15,9.6,1040,1030,6740,0,0,0,0,27,32,23,15,9.6,1,20,1,0.0,162,14
ht2.s20,2015,31,54,27,33,23,16,9.7,1059,1049,6878,0,0,0,0,27,33,23,16,9.7,1,23,20,0.0,162,14
ht2.s20,2016,32,51,27,33,22,15,9.9,1062,1051,6910,0,0,0,0,27,33,22,15,9.9,1,21,1,0.0,162,14
ht2.s20,2017,33,51,28,33,23,16,10.0,1082,1070,7048,0,0,0,0,28,33,23,16,10.0,1,21,19,0.0,162,14
ht2.s20,2018,34,49,28,33,22,15,10.2,1083,1071,7066,0,0,0,0,28,33,22,15,10.2,1,20,1,0.0,162,14
ht2.s20,2019,35,49,28,34,22,16,10.3,1102,1090,7204,0,0,0,0,28,34,22,16,10.3,1,18,18,0.0,162,14
ht2.s20,2020,36,47,28,34,22,14,10.5,1102,1090,7217,0,0,0,0,28,34,22,14,10.5,1,18,1,0.0,162,14
ht2.s20,2021,37,47,29,34,22,15,10.6,1118,1107,7335,0,0,0,0,29,34,22,15,10.6,1,17,19,0.0,162,14
ht2.s20,2022,38,45,29,34,22,14,10.8,1117,1105,7335,0,0,0,0,29,34,22,14,10.8,1,17,1,0.0,162,14
ht2.s20,2023,39,45,29,34,22,15,10.9,1133,1121,7450,0,0,0,0,29,34,22,15,10.9,1,17,19,0.0,162,14
ht2.s20,2024,40,43,29,34,22,14,11.2,1131,1119,7447,0,0,0,0,29,34,22,14,11.2,0,0,0,0.0,162,14
ht2.s30,1984,0,324,125,227,247,76,8.4,3055,2024,10595,313,2283,1264,6192,21,30,36,86,19.1,1,30,23,0.0,404,12
ht2.s30,1985,1,128,21,30,36,23,5.5,779,770,4498,0,0,0,0,21,30,36,23,5.5,1,31,35,0.0,162,14
ht2.s30,1986,2,104,21,29,35,23,6.1,775,766,4511,0,0,0,0,21,29,35,23,6.1,1,31,0,0.0,162,14
ht2.s30,1987,3,104,22,30,35,24,6.2,805,797,4723,0,0,0,0,22,30,35,24,6.2,1,32,34,0.0,162,14
ht2.s30,1988,4,95,22,30,34,22,6.5,803,795,4747,0,0,0,0,22,30,34,22,6.5,1,31,1,0.0,162,14
ht2.s30,1989,5,95,22,31,34,24,6.6,833,825,4957,0,0,0,0,22,31,34,24,6.6,1,33,33,0.0,162,14
ht2.s30,1990,6,88,22,30,33,22,6.8,833,826,4997,0,0,0,0,22,30,33,22,6.8,1,36,1,0.0,162,14
ht2.s30,1991,7,88,23,32,33,23,6.9,868,861,5243,0,0,0,0,23,32,33,23,6.9,1,30,32,0.0,162,14
ht2.s30,1992,8,83,23,31,32,21,7.1,867,860,5266,0,0,0,0,23,31,32,21,7.1,1,34,1,0.0,162,14
ht2.s30,1993,9,83,24,32,32,23,7.3,900,894,5502,0,0,0,0,24,32,32,23,7.3,1,30,30,0.0,162,14
ht2.s30,1994,10,78,24,31,31,21,7.5,899,893,5530,0,0,0,0,24,31,31,21,7.5,1,30,1,0.0,162,14
ht2.s30,1995,11,78,24,32,31,22,7.6,929,923,5739,0,0,0,0,24,32,31,22,7.6,1,30,28,0.0,162,14
ht2.s30,1996,12,73,24,32,30,20,7.8,931,925,5784,0,0,0,0,24,32,30,20,7.8,1,31,1,0.0,162,14
ht2.s30,1997,13,73,25,33,30,22,7.9,961,956,6002,0,0,0,0,25,33,30,22,7.9,1,27,29,0.0,162,14
ht2.s30,1998,14,69,25,32,29,20,8.1,959,954,6018,0,0,0,0,25,32,29,20,8.1,1,27,1,0.0,162,14
ht2.s30,1999,15,69,26,33,29,21,8.2,986,981,6209,0,0,0,0,26,33,29,21,8.2,1,27,28,0.0,162,14
ht2.s30,2000,16,66,26,33,28,19,8.5,985,980,6229,0,0,0,0,26,33,28,19,8.5,1,26,1,0.0,162,14
ht2.s30,2001,17,65,26,34,28,21,8.6,1011,1006,6416,0,0,0,0,26,34,28,21,8.6,1,26,27,0.0,162,14
ht2.s30,2002,18,62,26,33,28,19,8.8,1010,1006,6439,0,0,0,0,26,33,28,19,8.8,1,26,1,0.0,162,14
ht2.s30,2003,19,62,27,34,28,21,8.9,1036,1031,6625,0,0,0,0,27,34,28,21,8.9,1,25,27,0.0,162,14
ht2.s30,2004,20,59,27,33,27,19,9.1,1034,1029,6634,0,0,0,0,27,33,27,19,9.1,1,25,1,0.0,162,14
ht2.s30,2005,21,59,27,34,27,20,9.2,1058,1054,6814,0,0,0,0,27,34,27,20,9.2,1,23,27,0.0,162,14
ht2.s30,2006,22,56,27,34,26,18,9.4,1054,1050,6809,0,0,0,0,27,34,26,18,9.4,1,23,1,0.0,162,14
ht2.s30,2007,23,56,28,34,26,20,9.5,1077,1073,6975,0,0,0,0,28,34,26,20,9.5,1,26,26,0.0,162,14
ht2.s30,2008,24,53,27,34,26,18,9.7,1077,1073,6999,0,0,0,0,27,34,26,18,9.7,1,25,1,0.0,162,14
ht2.s30,2009,25,53,28,35,26,20,9.9,1101,1097,7174,0,0,0,0,28,35,26,20,9.9,1,24,26,0.0,162,14
ht2.s30,2010,26,50,28,34,25,18,10.1,1099,1095,7186,0,0,0,0,28,34,25,18,10.1,1,22,1,0.0,162,14
ht2.s30,2011,27,50,28,35,25,19,10.2,1121,1116,7342,0,0,0,0,28,35,25,19,10.2,1,22,25,0.0,162,14
ht2.s30,2012,28,47,28,34,24,17,10.4,1117,1113,7338,0,0,0,0,28,34,24,17,10.4,1,21,1,0.0,162,14
ht2.s30,2013,29,47,29,35,24,18,10.5,1138,1134,7489,0,0,0,0,29,35,24,18,10.5,1,22,25,0.0,162,14
ht2.s30,2014,30,45,29,35,24,17,10.8,1135,1131,7491,0,0,0,0,29,35,24,17,10.8,1,22,1,0.0,162,14
ht2.s30,2015,31,45,29,35,24,18,10.9,1157,1152,7648,0,0,0,0,29,35,24,18,10.9,1,24,24,0.0,162,14
ht2.s30,2016,32,42,29,35,23,16,11.2,1156,1152,7663,0,0,0,0,29,35,23,16,11.2,1,21,1,0.0,162,14
ht2.s30,2017,33,42,29,35,23,18,11.3,1177,1172,7815,0,0,0,0,29,35,23,18,11.3,1,21,25,0.0,162,14
ht2.s30,2018,34,40,29,35,23,16,11.5,1173,1169,7807,0,0,0,0,29,35,23,16,11.5,1,20,1,0.0,162,14
ht2.s30,2019,35,40,30,35,23,18,11.6,1192,1188,7951,0,0,0,0,30,35,23,18,11.6,1,19,25,0.0,162,14
ht2.s30,2020,36,38,30,35,22,17,11.9,1186,1182,7924,0,0,0,0,30,35,22,17,11.9,1,18,1,0.0,162,14
ht2.s30,2021,37,38,30,35,22,18,12.0,1203,1199,8054,0,0,0,0,30,35,22,18,12.0,1,17,25,0.0,162,14
ht2.s30,2022,38,36,30,35,22,17,12.3,1195,1192,8015,0,0,0,0,30,35,22,17,12.3,1,18,1,0.0,162,14
ht2.s30,2023,39,36,30,35,22,19,12.3,1212,1209,8142,0,0,0,0,30,35,22,19,12.3,1,17,25,0.0,162,14
ht2.s30,2024,40,34,30,35,21,18,12.6,1205,1201,8104,0,0,0,0,30,35,21,18,12.6,0,0,0,0.0,162,14
ht2.s30,1984,0,296,141,246,283,80,9.3,3805,3045,15655,285,3058,2310,11496,21,31,38,86,18.6,1,38,2,0.0,162,12
ht2.s30,1985,1,144,22,32,39,25,5.3,783,772,4408,0,0,0,0,22,32,39,25,5.3,1,38,52,0.0,162,14
ht2.s30,1986,2,113,22,31,38,25,5.9,770,760,4387,0,0,0,0,22,31,38,25,5.9,1,39,1,0.0,162,14
ht2.s30,1987,3,113,23,32,38,26,6.1,809,799,4655,0,0,0,0,23,32,38,26,6.1,1,39,48,0.0,162,14
ht2.s30,1988,4,103,22,31,36,24,6.3,799,790,4652,0,0,0,0,22,31,36,24,6.3,1,38,1,0.0,162,14
ht2.s30,1989,5,103,23,32,37,26,6.5,836,828,4913,0,0,0,0,23,32,37,26,6.5,1,39,44,0.0,162,14
ht2.s30,1990,6,96,23,32,35,23,6.6,832,824,4933,0,0,0,0,23,32,35,23,6.6,1,44,1,0.0,162,14
ht2.s30,1991,7,96,24,33,36,25,6.8,875,867,5240,0,0,0,0,24,33,36,25,6.8,1,36,40,0.0,162,14
